"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c","nFORCE__Optional_Configuration__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c","LastViewedDate","LastReferencedDate"
"a2Fbn000000C3jLEAS","","Adverse Actions","a2Gbn000000hcgCEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","69691619447515174","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGGEA0","","Income Schedule","a2Gbn000000kG3SEAU","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","69871640791248103","LLC_BI__Income__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGnEAK","","Exposure Confirmation","a2Gbn000000kG3kEAE","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRBEEA4","MappedSObjectScreenResource","","70721663700625424","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGlEAK","","Next Steps","a2Gbn000000kG3iEAE","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRBCEA4","MappedSObjectScreenResource","","70851663700625423","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3j6EAC","","Pricing Fields Required","a2Gbn000000hcg2EAA","false","false","true","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M69UEAS","MappedSObjectScreenResource","","71211619447515164","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3WtEAK","","Asset Schedule","a2Gbn000000hcdNEAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","71751560278867252","nRetail__Asset__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3iyEAC","","Add Non Standard Fee","a2Gbn000000hcg5EAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","71961619447515162","LLC_BI__Fee__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3kMEAS","","Draw History Summary","a2Gbn000000hcgyEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","72071620937672170","LLC_BI__Budget__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jDEAS","","Change Memo","a2Gbn000000hcg3EAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","72901619447515171","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3dJEAS","","Participations","a2Gbn000000hceeEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","72921585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3hPEAS","","Fees Approved","a2Gbn000000hce9EAA","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M695EAC","MappedSObjectHierarchyScreenResource","","73131585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3XBEA0","","Applicant Details","a2Gbn000000hcdPEAQ","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","","MappedSObjectScreenResource","","73456283745736725656","Contact","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jVEAS","","Tasks","a2Gbn000000hcgIEAQ","false","false","false","true","false","1.0","slide","true","false","false","true","","true","","","MappedSObjectHierarchyScreenResource","","73751619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3hJEAS","","Read Only","a2Gbn000000hcdqEAA","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M690EAC","MappedSObjectScreenResource","","73851585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3X6EAK","","Authorized Signers","a2Gbn000000hcdLEAQ","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M66yEAC","GrandchildScreenResource","","74241560278867310","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGyEAK","","SBL Primary Identification - State ID","a2Gbn000000kG3oEAE","false","false","false","false","false","90.0","slide","true","false","false","false","","true","","a2Ibn000000NRBOEA4","MappedSObjectScreenResource","","74301666029075340","Contact","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.cm_Primary_ID_Type__c"" IS=""State ID""}}{{ENDIF}}","a2Fbn000000CzGuEAK","","","false","false","","","","","",""
"a2Fbn000000C3jiEAC","","Certifications","a2Gbn000000hcgXEAQ","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2Ibn000000M69fEAC","MappedSObjectScreenResource","","75081620937672153","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3XYEA0","","Deposit Products","a2Gbn000000hcdSEAQ","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M66zEAC","ReferenceFilteredHierarchyScreenResource","","76921562008947396","Account","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGEEA0","","Debt Schedule","a2Gbn000000kG3SEAU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","77041640791248102","LLC_BI__Debt__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3lHEAS","","HMDA","a2Gbn000000hch9EAA","false","false","false","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","77641615577846089","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jPEAS","","Action Taken","a2Gbn000000hcgHEAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","77861619447515175","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3WsEAK","","Debt Schedule","a2Gbn000000hcdNEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","78121560278867252","LLC_BI__Debt__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jZEAS","","Entity Compliance","a2Gbn000000hcgNEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","78201619447515179","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3j3EAC","","UI Collateral Summary","a2Gbn000000hcgGEAQ","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","78321619447515164","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzG7EAK","","UI Collateral Summary","a2Gbn000000kG3PEAU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","78321640791248099","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3j1EAC","","Authorized Signers","a2Gbn000000hcgLEAQ","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M69TEAS","GrandchildScreenResource","","78341619447515163","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGQEA0","","Exposure Confirmation","a2Gbn000000kG3XEAU","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRB4EAO","MappedSObjectScreenResource","","79011640791248107","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGJEA0","","Add Income","a2Gbn000000kG3SEAU","false","false","true","true","false","50.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","79141640791248104","LLC_BI__Income__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvQSEA0","","Analyzed Account","a2Gbn000000mZAHEA2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","7C7E761A_2050_400D_AA39_08670022766D","LLC_BI__Deposit__c","false","false","","","6.0","","false","false","","","","","",""
"a2Fbn000000C3YOEA0","","Product Summary","a2Gbn000000hcddEAA","false","false","false","false","false","","slide","true","false","false","false","","false","","a2Ibn000000M677EAC","MappedSObjectHierarchyScreenResource","","80741567002571889","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3dtEAC","","Tasks","a2Gbn000000hcfTEAQ","false","false","false","true","false","1.0","slide","true","false","false","true","","true","","","MappedSObjectHierarchyScreenResource","","81021585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3c5EAC","","Application or Loan Information","a2Gbn000000hcfVEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","82091585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGfEAK","","Add Debt","a2Gbn000000kG3gEAE","false","false","true","true","false","30.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","82811663700625421","LLC_BI__Debt__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzH1EAK","","SBL Mailing Address - Locked","a2Gbn000000kG3oEAE","false","false","false","false","false","45.0","slide","true","false","false","false","","false","","a2Ibn000000NRBREA4","MappedSObjectScreenResource","","82871666029075342","Contact","false","false","{{IF=""(A OR B) AND C""}}{{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{COND=""C"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{ENDIF}}","","","","false","false","","","","","",""
"a2Fbn000000C3XAEA0","","Application Details","a2Gbn000000hcdPEAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","829469024678925537","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3WuEAK","","Income Schedule","a2Gbn000000hcdNEAQ","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","83131560278867253","LLC_BI__Income__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvQgEAK","","DEP Personal Contact info (Business)","a2Gbn000000mZAKEA2","false","false","true","false","false","1500.0","slide","true","false","false","false","","false","","a2Ibn000000OjsGEAS","MappedSObjectScreenResource","","83411598553323930","Contact","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","a2Fbn000000DvSKEA0","","","false","false","","","Contact Info","","",""
"a2Fbn000000C3cgEAC","","Fees","a2Gbn000000hceWEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","83611560278745119","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3Y2EAK","","Authorized Signers","a2Gbn000000hcdDEAQ","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M674EAC","GrandchildScreenResource","","83661560278745119","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGDEA0","","Third Party Management","a2Gbn000000kG3REAU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","84201640791248102","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3cHEAS","","Borrowing Structure","a2Gbn000000hcdDEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","84481560278745119","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzH0EAK","","SBL Personal Info","a2Gbn000000kG3oEAE","false","false","false","false","false","50.0","slide","true","false","false","false","","true","","a2Ibn000000NRBXEA4","MappedSObjectScreenResource","","84881666029075341","Contact","false","false","{{IF=""A AND B""}}{{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2Fbn000000CzGzEAK","","","false","false","","","","","",""
"a2Fbn000000CzGIEA0","","Add Asset","a2Gbn000000kG3SEAU","false","false","true","true","false","40.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","84981640791248104","nRetail__Asset__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jvEAC","","Risk Rating","a2Gbn000000hcgaEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","85471620937672159","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGkEAK","","HMDA","a2Gbn000000kG3hEAE","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","85611663700625422","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGYEA0","","Entity Compliance","a2Gbn000000kG3bEAE","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","86031663700625413","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3izEAC","","Enhanced Fee Loan Aggregate Summary","a2Gbn000000hcg5EAA","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","86141619447515162","LLC_BI__Fee_Loan_Aggregate__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3k4EAC","","Adverse Actions","a2Gbn000000hcglEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","86411620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3dDEAS","","Other","a2Gbn000000hcfSEAQ","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","86481585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzG3EAK","","Applicants","a2Gbn000000kG3OEAU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","87071640791248097","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGqEAK","","Loan Team Members","a2Gbn000000kG3lEAE","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRBHEA4","MappedSObjectHierarchyScreenResource","","87161663700625425","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzHREA0","","SBL Personal Info - Locked","a2Gbn000000kG3oEAE","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","a2Ibn000000NRBWEA4","MappedSObjectScreenResource","","87601666029075357","Contact","false","false","{{IF=""A OR B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{ENDIF}}","a2Fbn000000CzGzEAK","","","false","false","","","Please navigate to your online banking to update existing information.","","",""
"a2Fbn000000C3drEAC","","Stage History","a2Gbn000000hcfOEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","87991585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvU2EAK","","Beneficiaries","a2Gbn000000mZA1EAM","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","89431701790671154","LLC_BI__Beneficiary__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzH8EAK","","Online Income Information","a2Gbn000000kG3rEAE","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","89781666029075347","LLC_BI__Income__c","false","false","","","","","false","false","","","Income Information","","",""
"a2Fbn000000CzH9EAK","","Rental Expense","a2Gbn000000kG3sEAE","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRBLEA4","MappedSObjectScreenResource","","89921666029075348","LLC_BI__Debt__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3iDEAS","","Editable Fields","a2Gbn000000hcfsEAA","false","false","true","true","false","","slide","true","false","false","false","","true","","a2Ibn000000M69GEAS","MappedSObjectScreenResource","","90351585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3kDEAS","","Loan Details","a2Gbn000000hcgrEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","90831620937672167","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGHEA0","","Add Debt","a2Gbn000000kG3SEAU","false","false","true","true","false","30.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","90891640791248103","LLC_BI__Debt__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvU4EAK","","Beneficiaries","a2Gbn000000mZA2EAM","false","false","false","true","false","20.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","90901701790671155","LLC_BI__Beneficiary__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3YNEA0","","Treasury Service Details","a2Gbn000000hcdeEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","91051567002571888","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3kNEAS","","Rate Structure","a2Gbn000000hch3EAA","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","a2Ibn000000M69rEAC","MappedSObjectHierarchyScreenResource","","91631620937672171","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jcEAC","","Draw Overview Summary","a2Gbn000000hcgQEAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","91941619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzG2EAK","","Adverse Actions","a2Gbn000000kG3NEAU","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","92281640791248097","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGtEAK","","SBL Contact Info","a2Gbn000000kG3oEAE","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","a2Ibn000000NRBTEA4","MappedSObjectScreenResource","","92541666029075335","Contact","false","false","{{IF=""A AND B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2Fbn000000CzGzEAK","","","false","false","","","Contact Information","","",""
"a2Fbn000000C3k3EAC","","Pricing","a2Gbn000000hcgkEAA","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M69oEAC","MappedSObjectScreenResource","","93141620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jdEAC","","Draw History Summary","a2Gbn000000hcgREAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","93381619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGhEAK","","Add Income","a2Gbn000000kG3gEAE","false","false","true","true","false","50.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","93661663700625422","LLC_BI__Income__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3dbEAC","","Referral","a2Gbn000000hcfYEAQ","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","94211585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3j2EAC","","Borrowing Structure","a2Gbn000000hcgLEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","94391619447515163","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzHHEA0","","Employment Information","a2Gbn000000kG3rEAE","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","a2Ibn000000NRBKEA4","MappedSObjectScreenResource","","94781666029075354","LLC_BI__Income__c","false","false","{{IF=""A OR B""}}
{{COND=""A"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Gross Annual Income""}}
{{COND=""B"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Other Income""}}
{{ENDIF}}","a2Fbn000000CzH8EAK","","","false","false","","","Employment Information","","",""
"a2Fbn000000C3kIEAS","","Entity Compliance","a2Gbn000000hcgwEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","95101620937672169","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3iJEAS","","Memos","a2Gbn000000hcfvEAA","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","a2Ibn000000M69LEAS","MappedSObjectHierarchyScreenResource","","95551585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvU1EAK","","Statement Mailing Address","a2Gbn000000mZA0EAM","false","false","true","true","false","1000.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","95681701790671153","LLC_BI__Deposit__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3cwEAC","","Loan Information","a2Gbn000000hcfSEAQ","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","95801585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3YHEA0","","UI Collateral Record Schedule","a2Gbn000000hcdbEAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","95831563816286644","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGgEAK","","Add Asset","a2Gbn000000kG3gEAE","false","false","true","true","false","40.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","96081663700625421","nRetail__Asset__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3h9EAC","","Approval Details","a2Gbn000000hceIEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","a2Ibn000000M68qEAC","MappedSObjectScreenResource","","96161585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3hwEAC","","Compliance Info","a2Gbn000000hcflEAA","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","a2Ibn000000M696EAC","MappedSObjectScreenResource","","96621585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3k6EAC","","Balance Details","a2Gbn000000hcgnEAA","false","false","false","true","false","3.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","96681620937672164","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3c2EAC","","Adverse Actions","a2Gbn000000hceTEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","97131585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3jTEAS","","Approval History","a2Gbn000000hcgIEAQ","false","false","true","true","false","2.0","slide","true","false","false","true","","true","","","MappedSObjectScreenResource","a2Jbn0000005s90EAA","97391619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGTEA0","","Loan Team Members","a2Gbn000000kG3YEAU","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","a2Ibn000000NRB7EAO","MappedSObjectHierarchyScreenResource","","97691640791248108","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGcEAK","","Add Non Standard Fee","a2Gbn000000kG3eEAE","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","97781663700625418","LLC_BI__Fee__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzG6EAK","","Previous Address","a2Gbn000000kG3OEAU","false","false","true","true","false","40.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","97871640791248099","Contact","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzGMEA0","","HMDA","a2Gbn000000kG3TEAU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","98421640791248105","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3dNEAS","","Pricing","a2Gbn000000hcfXEAQ","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","a2Ibn000000M67pEAC","MappedSObjectScreenResource","","98921585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000CzHSEA0","","SBL Mailing Address","a2Gbn000000kG3oEAE","false","false","false","false","false","40.0","slide","false","false","false","false","","true","","a2Ibn000000NRBcEAO","MappedSObjectScreenResource","","991416413481798642","Contact","false","false","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{COND=""B"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""C"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2Fbn000000CzGzEAK","","","false","false","","","","","",""
"a2Fbn000000C3X2EAK","","Fees Summary","a2Gbn000000hcdJEAQ","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","99401560278867307","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000C3c8EAC","","Approval History","a2Gbn000000hcfTEAQ","false","false","true","true","false","2.0","slide","true","false","false","true","","true","","","MappedSObjectScreenResource","a2Jbn0000005s90EAA","99761585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
"a2Fbn000000DvRvEAK","","Mailing Address","a2Gbn000000mZADEA2","false","false","false","false","false","1100.0","slide","true","false","false","false","","true","","a2Ibn000000Ojs6EAC","MappedSObjectScreenResource","","a2F5f000000gKrcEAE","Contact","false","false","{{IF=/""A AND B AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{COND=/""B/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""C/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","a2Fbn000000DvQLEA0","","","false","false","","","","","",""
"a2Fbn000000C3UEEA0","","Collateral Summary","a2Gbn000000hccXEAQ","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","a2Ibn000000M66sEAC","MappedSObjectScreenResource","","a2Fbn000000C3UEEA0","LLC_BI__Loan__c","false","false","","","","","false","false","","","","","",""
