"Id","OwnerId","IsDeleted","Name","nFORCE__Alternate_Label__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Hidden__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nFORCE__Is_Editable__c","nFORCE__Address_Part__c","nFORCE__Is_Header__c","nFORCE__Is_Important__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Is_Active__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Autocomplete_Attribute_Value__c","AutorabitExtId__c"
"a3TKU0000008cMU2AY","0058c00000Dk4fdAAB","false","FC-007194","","","","","Name","","false","","","false","true","false","","","","a2FKU0000004vm02AA","","false","","42242293480412932","LLC_BI__Credit_Memo_Modifcation__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEm2AI","0058c00000BxeO9AAJ","false","FC-006716","Mailing Address","","","","Mailing_Address_nCino__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","","","","false","","42251603129897215","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMR2AY","0058c00000Dk4fdAAB","false","FC-007191","","","","","FirstName","","false","","","false","false","false","","","2.0","a2FKU0000004vmc2AA","","false","","42274058602214080","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMc2AI","0058c00000BxeO9AAJ","false","FC-007202","Doing Business As","","","","LLC_BI__Doing_Business_As__r.Name","","false","","","false","false","false","","","","a2FKU0000004vk82AA","","false","","42284339143491482","LLC_BI__Legal_Entities__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEZ2AY","0058c00000BxeO9AAJ","false","FC-006703","","","{{Contact}}","","LLC_BI__Contact__c","","false","","","true","false","false","","a2EKU0000004owU2AQ","","","","false","","42314900309815840","LLC_BI__Debt__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMF2AY","0058c00000BxeO9AAJ","false","FC-007179","","","a1f4S000000g2cYQAQ","","LLC_BI__Connection_Role__c","","false","","","true","false","false","","a2EKU0000004owc2AA","","a2FKU0000004vnS2AQ","","false","","42333834396384937","LLC_BI__Connection__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cDx2AI","0058c00000BxeO9AAJ","false","FC-006665","Account Number","","","","cs_Account_Number_ACH_Int__c","","false","","","false","false","false","","a2EKU0000004owb2AA","2.0","","","false","","42344525828240534","LLC_BI__Deposit__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cFQ2AY","0058c00000BxeO9AAJ","false","FC-006756","I Verify that the email address entered is associated with the co-owner listed and is only accessible to them","","","","Co_Applicant_Email_Address_Only_Associat__c","","false","","","false","false","false","","a2EKU0000004oxM2AQ","1.0","","","false","","42366800283770645","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cDE2AY","0058c00000BxeO9AAJ","false","FC-006620","","","","","LLC_BI__Ownership_Percentage__c","","false","","","false","false","false","","a2EKU0000004owY2AQ","","","Ownership Percentage must add up to 100%.","true","","42373678610170349","LLC_BI__Beneficiary__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMD2AY","0058c00000BxeO9AAJ","false","FC-007177","","","","","Type","","false","","","true","false","false","","a2EKU0000004owX2AQ","","a2FKU0000004vnR2AQ","","false","","42376365263587631","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMZ2AY","0058c00000BxeO9AAJ","false","FC-007199","Doing Business As","","","","LLC_BI__Doing_Business_As__r.Name","","false","","","false","false","false","","","","a2FKU0000004vk52AA","","false","","42390200293455371","LLC_BI__Legal_Entities__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEY2AY","0058c00000BxeO9AAJ","false","FC-006702","","","Rent- Reported via Online App","","LLC_BI__Debt_Type__c","","false","","","true","false","false","","a2EKU0000004owU2AQ","","","","false","","42395214038411294","LLC_BI__Debt__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cML2AY","0058c00000Dk4fdAAB","false","FC-007185","","","{{artifact}}","","LLC_BI__Loan__c","","false","","","true","false","false","","a2EKU0000004owS2AQ","","a2FKU0000004vtd2AA","","false","","42406135566526985","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cL02AI","0058c00000Dk4fdAAB","false","FC-007102","","","{{artifact}}","","LLC_BI__Loan__c","","false","","","true","false","false","","a2EKU0000004oxA2AQ","","a2FKU0000004vte2AA","","false","","424061355665269857","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cFR2AY","0058c00000BxeO9AAJ","false","FC-006757","","","","","Passport_ID_Country_cm__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","2.0","","","false","","42409676954608934","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEe2AI","0058c00000BxeO9AAJ","false","FC-006708","Is your mailing address the same as your physical address?","","","","cm_Mailing_Same_as_Physical__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","","","","false","","42455187157012873","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cFO2AY","0058c00000BxeO9AAJ","false","FC-006754","Primary ID Number","","","","LLC_BI__Drivers_License__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","2.0","","","false","","42462428405452355","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cDy2AI","0058c00000BxeO9AAJ","false","FC-006666","","","","","cs_Bank_Name_ACH_Int__c","","false","","","false","false","false","","a2EKU0000004owb2AA","2.0","","","false","","42463909366769377","LLC_BI__Deposit__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEa2AI","0058c00000BxeO9AAJ","false","FC-006704","Do you rent or own at your current address?","","","","cm_Rent_or_Own_Current_Address__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","","","","false","","42484443270016481","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cDa2AI","0058c00000BxeO9AAJ","false","FC-006642","What industry is your business? (ie: Photography)","","","","Naics_lookup_cm__c","","false","","","false","false","false","","a2EKU0000004owX2AQ","","","","false","","42495671498959677","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cD42AI","0058c00000BxeO9AAJ","false","FC-006610","Number of employees","","","","NumberOfEmployees","","false","","","false","false","false","","a2EKU0000004owX2AQ","","","","false","","42504945345575070","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cE12AI","0058c00000BxeO9AAJ","false","FC-006669","","","","","cs_Personal_or_Business_Account_ACH_Int__c","","false","","","false","false","false","","a2EKU0000004owb2AA","2.0","","","false","","42505016652479823","LLC_BI__Deposit__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMG2AY","0058c00000Dk4fdAAB","false","FC-007180","Title","","","","LLC_BI__Official_Title__c","","false","","","false","false","false","","","","a2FKU0000004vnS2AQ","","false","","42514541898358303","LLC_BI__Connection__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cD32AI","0058c00000BxeO9AAJ","false","FC-006609","What industry does your business belong to?","","","","Industry","","false","","","false","false","false","","a2EKU0000004owX2AQ","","","","false","","42517627447877330","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cDz2AI","0058c00000BxeO9AAJ","false","FC-006667","","","","","cs_Title_of_Account_ACH_Int__c","","false","","","false","false","false","","a2EKU0000004owb2AA","2.0","","","false","","4253221988277282","LLC_BI__Deposit__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cD22AI","0058c00000BxeO9AAJ","false","FC-006608","Tax Identification Number (TIN)","","","XXXXXXXXX","LLC_BI__Tax_Identification_Number__c","","false","","","false","false","false","","a2EKU0000004owX2AQ","1.0","","If registered business put your tax id here, if you are not registered, input your social security number.","true","Why do we need this?","42537585601716489","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cD92AI","0058c00000BxeO9AAJ","false","FC-006615","ZIP","","","","ShippingPostalCode","","false","","","false","false","false","","a2EKU0000004owX2AQ","2.0","","","false","","42538146184896753","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cOW2AY","0058c00000Dk4fdAAB","false","FC-007320","","","","","LLC_BI__Risk_Grade__c","","false","","","false","true","false","","","","a2FKU0000004vqa2AA","","false","","42548186805845381","LLC_BI__Loan__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMf2AI","0058c00000Dk4fdAAB","false","FC-007205","Doing Business As","","","","LLC_BI__Doing_Business_As__r.Name","","false","","","false","false","false","","","","a2FKU0000004vkB2AQ","","false","","42549330748657148","LLC_BI__Legal_Entities__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cOe2AI","0058c00000Dk4fdAAB","false","FC-007328","","","","","Counter_Offer_Due_Date__c","","false","","","false","true","false","","","","a2FKU0000004vjZ2AQ","","false","","42552580097549414","LLC_BI__Adverse_Action__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIL2AY","0058c00000BxeO9AAJ","false","FC-006937","","","{{artifact}}","","LLC_BI__Loan__c","","false","","","true","false","false","","a2EKU0000004otY2AQ","","","","false","","42568104031576553432","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIM2AY","0058c00000BxeO9AAJ","false","FC-006938","","","{{artifact}}","","LLC_BI__Loan__c","","false","","","true","false","false","","a2EKU0000004ot32AA","","","","false","","425681040315765534342","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHU2AY","0058c00000BxeO9AAJ","false","FC-006884","","","{{individual}}","","LLC_BI__Account__c","","false","","","true","false","false","","a2EKU0000004otY2AQ","","","","false","","4256810403157655399","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIK2AY","0058c00000BxeO9AAJ","false","FC-006936","","","{{individual}}","","LLC_BI__Account__c","","false","","","true","false","false","","a2EKU0000004ot32AA","","","","false","","42568104031576553994","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHT2AY","0058c00000BxeO9AAJ","false","FC-006883","","","{{Contact}}","","LLC_BI__Contact__c","","false","","","true","false","false","","a2EKU0000004otY2AQ","","","","false","","4256810403157656","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIN2AY","0058c00000BxeO9AAJ","false","FC-006939","","","{{Contact}}","","LLC_BI__Contact__c","","false","","","true","false","false","","a2EKU0000004ot32AA","","","","false","","42568104031576563","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKx2AI","0058c00000BxeO9AAJ","false","FC-007099","","","{{business}}","","AccountId","","false","","","true","false","false","","a2EKU0000004oxO2AQ","","a2FKU0000004vmY2AQ","","false","","42582067504594066","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEA2AY","0058c00000BxeO9AAJ","false","FC-006678","","","","","cm_State__c","","false","","","false","false","false","","a2EKU0000004ow82AA","3.0","","","false","","42583525205943233","Beneficial_Owner__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMN2AY","0058c00000Dk4fdAAB","false","FC-007187","","","{{individual}}","","LLC_BI__Account__c","","false","","","true","false","false","","a2EKU0000004owS2AQ","","a2FKU0000004vtd2AA","","false","","42585970225656628","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKz2AI","0058c00000Dk4fdAAB","false","FC-007101","","","{{individual}}","","LLC_BI__Account__c","","false","","","true","false","false","","a2EKU0000004oxA2AQ","","a2FKU0000004vte2AA","","false","","425859702256566289","LLC_BI__Income__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cFM2AY","0058c00000BxeO9AAJ","false","FC-006752","","","","","LLC_BI__Primary_ID_Issuing_State__c","","false","","","false","false","false","","a2EKU0000004owR2AQ","2.0","","","false","","42588810995194742","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEb2AI","0058c00000BxeO9AAJ","false","FC-006705","Are you applying with a co-applicant?","","","","cm_Applying_with_Co_Applicant__c","","false","","","false","false","false","","a2EKU0000004owQ2AQ","","","","false","","42597135945796500","LLC_BI__Loan__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cFP2AY","0058c00000BxeO9AAJ","false","FC-006755","","","Authorized Signer","","Role_cm__c","","false","","","true","false","false","","a2EKU0000004oxN2AQ","","","","false","","42608544094714007","LLC_BI__Connection__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cE42AI","0058c00000BxeO9AAJ","false","FC-006672","","","","","cm_First_Name__c","","false","","","false","false","false","","a2EKU0000004ow82AA","2.0","","","false","","42629740806555146","Beneficial_Owner__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cME2AY","0058c00000Dk4fdAAB","false","FC-007178","Is your physical address the same as mailing address?","","","","Business_Mailing_Address_Same_as_Physica__c","","false","","","false","false","false","","","","a2FKU0000004vmr2AA","","false","","42635601628945905","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cEW2AY","0058c00000BxeO9AAJ","false","FC-006700","","","{{individual}}","","LLC_BI__Account__c","","false","","","true","false","false","","a2EKU0000004owU2AQ","","","","false","","42637822171094640","LLC_BI__Debt__c","false","","false","false","","","false","false","false","","",""
