"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GSgjKYAT","false","Add Asset","","","a0sWD00000Xo7kHYAR","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42476008475589851","nRetail__Asset__c","","","",""
"a0qWD00000GSgjLYAT","false","Scenario Proforma Options","","","a0sWD00000Xo7kFYAR","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42484242823048594","LLC_BI__Scenario__c","","","",""
"a0qWD00000GSgUmYAL","false","Mailing Address - Locked","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""(A OR B) AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{COND=/""C/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{ENDIF}}","false","false","false","false","false","1650.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUsYAL","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42484871231667699","Contact","","","",""
"a0qWD00000GSgjMYAT","false","Applicants","","","a0sWD00000Xo7lDYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42485022875704828","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GSgjNYAT","false","Add Sub-Loan","","","a0sWD00000Xo7jmYAB","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42486521109257763","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgjOYAT","false","Rate Structure","","","a0sWD00000Xo7jOYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42501275604089611","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgM2YAL","false","Asset Schedule","","","a0sWD00000Xo7WBYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42501287580049982","nRetail__Asset__c","","","",""
"a0qWD00000GSgSQYA1","false","Borrowing Structure","","","a0sWD00000Xo7c8YAB","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UI6NYAW","MappedSObjectHierarchyScreenResource","","","42505631372084780","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggMYAT","false","Manage Bill Points","","","a0sWD00000Xo7l3YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42506910289801500","LLC_BI__Product__c","","","",""
"a0qWD00000GSgSRYA1","false","DEP Business Location","","","a0sWD00000Xo7cNYAR","false","false","false","false","","true","false","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42511317225468948","Account","","","",""
"a0qWD00000GSgM3YAL","false","Debt Schedule","","","a0sWD00000Xo7WBYAZ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42513466898064539","LLC_BI__Debt__c","","","",""
"a0qWD00000GSgfoYAD","false","Current Edit","","","a0sWD00000Xo7jLYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42516346884281178","LLC_BI__Covenant2__c","","","",""
"a0qWD00000GSgjQYAT","false","Income Schedule","","","a0sWD00000Xo7jtYAB","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42516369211337089","LLC_BI__Income__c","","","",""
"a0qWD00000GSgjRYAT","false","Modification Description","","","a0sWD00000Xo7lHYAR","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42534487101829538","LLC_BI__Credit_Memo_Modifcation__c","","","",""
"a0qWD00000GSgjSYAT","false","Copy Loan","","","a0sWD00000Xo7jlYAB","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42540441919519848","LLC_BI__Loan__c","","","",""
"a0qWD00000GTAUnYAP","false","Details - EO - Business Summary","","","a0sWD00000XoBmTYAV","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UICqYAO","MappedSObjectScreenResource","","","42545462510268748","Account","","","",""
"a0qWD00000GTAUxYAP","false","DEP Primary Identification","","","a0sWD00000Xo7ZYYAZ","false","false","false","false","","false","false","false","false","false","1300.0","slide","true","false","false","false","","true","","","","a0qWE00000W9iQEYAZ","a16WD000005UI5kYAG","MappedSObjectScreenResource","","","42549983309659789","Contact","","","",""
"a0qWD00000GSgMBYA1","false","HMDA","","","a0sWD00000Xo7a0YAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42551620937672168","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUnYAL","false","Connection for Beneficial Owner OA","","","a0sWD00000Xo7dVYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42555688987375625","LLC_BI__Connection__c","","","",""
"a0qWD00000GSgUoYAL","false","By Clicking Continue, Credit Will Be Pulled If It Has Not Already Occurred","","","a0sWD00000Xo7dXYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42562208690952586","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9PBYA1","false","Connection for Others Involved MRF","","","a0sWD00000XoCHfYAN","false","false","false","false","","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42563219044824952","LLC_BI__Connection__c","","","",""
"a0qWD00000GSgUpYAL","false","Borrowing Structure","","","a0sWD00000Xo7dZYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42566625410640836","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgjUYAT","false","Applicants","","","a0sWD00000Xo7l6YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42577725597388449","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GT9PCYA1","false","Mobile","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","850.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAftYAH","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42584849261770292","Contact","","","",""
"a0qWD00000GSgjVYAT","false","Borrowing Structure","","","a0sWD00000Xo7lUYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42587232006534989","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgjWYAT","false","Review Detail","","","a0sWD00000Xo7lCYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42587479490410114","LLC_BI__Product_Package__c","","","",""
"a0qWD00000GSgSYYA1","false","Add Multiple Beneficiaries","","","a0sWD00000Xo7cmYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42588736368023338","LLC_BI__Beneficiary__c","","","",""
"a0qWD00000GSgUqYAL","false","DEP Personal Contact - Personal Info - Business","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1640.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUhYAL","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42589522639705795","Contact","","","",""
"a0qWD00000GSLXZYA5","false","Row Edit All Loan Facilities","","","a0sWD00000XoCJ3YAN","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIdyYAG","SObjectScreenResource","","","42595789117361585","LLC_BI__Loan__c","","","",""
"a0qWD00000GTAWBYA5","false","Existing Customer? Hidden","","","a0sWD00000XoBtSYAV","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UICPYA4","MappedSObjectScreenResource","","","42596566270777091","Contact","","","",""
"a0qWD00000GSgjZYAT","false","Level 1 Approval","","","a0sWD00000Xo7lcYAB","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UIdwYAG","MappedSObjectScreenResource","","","42601697393480015","LLC_BI__Product_Package__c","","","",""
"a0qWD00000GSgUrYAL","false","Credit Account Information","","","a0sWD00000Xo7chYAB","false","false","false","false","{{IF=/""A OR B/""}}{{COND=/""A/"" FIELD=/""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c/"" IS=/""Credit Account/""}}{{COND=/""B/"" FIELD=/""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c/"" IS=/""Credit Account at other financial institution/""}}{{ENDIF}}","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgRwYAL","a16WD000005UIayYAG","MappedSObjectScreenResource","","","42606041950505987","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSgjaYAD","false","Fees Summary","","","a0sWD00000Xo7lMYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42607995035077384","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUsYAL","false","DEP Personal Contact - Personal Info - Business co-owner","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1640.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUcYAL","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42612653198512650","Contact","","","",""
"a0qWD00000GSgMaYAL","false","Applicant Details","","","a0sWD00000Xo7Z7YAJ","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42617609105801517","Contact","","","",""
"a0qWD00000GSgjbYAD","false","Add Income","","","a0sWD00000Xo7kHYAR","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42617903108608703","LLC_BI__Income__c","","","",""
"a0qWD00000GSgfpYAD","false","Current Compliance","","","a0sWD00000Xo7jLYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42622207455126910","LLC_BI__Covenant_Compliance2__c","","","",""
"a0qWD00000GSgfqYAD","false","Current Associate","","","a0sWD00000Xo7jLYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42623826681599526","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgjcYAD","false","Asset Schedule","","","a0sWD00000Xo7kHYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42625303025803058","nRetail__Asset__c","","","",""
"a0qWD00000GSggHYAT","false","Participation","","","a0sWD00000Xo7kJYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42627706191245153","LLC_BI__Loan__c","","","",""
