"Id","IsDeleted","Name","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Layout__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Screen_Section__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0vWD00000B9iw5YAB","false","SC-000022572","2.02","","","a0bWD0000011L9TYAU","0.0","false","a0vWD00000B9iRkYAJ","LLC_BI__Legal_Entities__r","a0qWD00000GSgURYA1","","","false","42920521136102449","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iKYYAZ","false","SC-000020385","0.01","LLC_BI__Add_Income","","","","false","","","a0qWD00000GSgQcYAL","","","false","42921764578993184","LLC_BI__Income__c"
"a0vWD00000B9iKZYAZ","false","SC-000020386","1.0","","","","","false","","","a0qWD00000GSgNCYA1","","","false","42922940040080592","LLC_BI__Treasury_Service__c"
"a0vWD00000B9iveYAB","false","SC-000022545","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2017","","","","false","a0vWD00000B9iN3YAJ","LLC_BI__Loan_Compliances__r","a0qWD00000GSgSrYAL","Loan Compliance","","false","42923478037435576","LLC_BI__Loan_Compliance__c"
"a0vWD00000B9iRiYAJ","false","SC-000020829","1.01","nCino__Associated_Loans_Summary_Table","","","","false","","","a0qWD00000GSgUWYA1","Current Associated Loans","","false","42923673383545405","LLC_BI__Loan__c"
"a0vWD00000B9imXYAR","false","SC-000022120","1.01","CAB_PP_Approval_Level_1","","a0bWD0000011LD4YAM","0.0","false","","","a0qWD00000GSgjZYAT","","","false","42927037331366888","LLC_BI__Product_Package__c"
"a0vWD00000B9iRjYAJ","false","SC-000020830","1.01","cm_Application_Details_Real_Estate","","a0bWD0000011L8NYAU","0.0","false","","","a0qWD00000GSgUyYAL","","","false","42927403639358611","LLC_BI__Loan__c"
"a0vWD00000B9iNoYAJ","false","SC-000020587","1.01","OACL_Add_Debt_Rental_Expense","","a0bWD0000011L5qYAE","0.0","false","","","a0qWD00000GSgSgYAL","","","false","42927701921127860","LLC_BI__Debt__c"
"a0vWD00000B9iTOYAZ","false","SC-000020933","1.01","LLC_BI__UI_Referral_Information","","a0bWD0000011LCBYA2","0.0","false","","","a0qWD00000GSgVwYAL","","","false","42929762321182449","LLC_BI__Loan__c"
"a0vWD00000B9iKaYAJ","false","SC-000020387","0.0","LLC_BI__Payment_Structure_Table","","","","false","","","a0qWD00000GSghHYAT","Payment Structure Table","","false","42929873439228426","LLC_BI__Pricing_Payment_Component__c"
"a0vWD00000B9lVzYAJ","false","SC-000027544","3.02","nSBA__SBA_Boarding_Sheet_Unavail_Credit_Info","","a0bWD0000011L9DYAU","0.0","false","a0vWD00000B9itmYAB","nSBA__Unavailable_Credit_Information__r","a0qWD00000GSgPsYAL","","","false","42930391377754482","nSBA__Unavailable_Credit_Information__c"
"a0vWD00000B9iczYAB","false","SC-000021528","1.01","LLC_BI__ReviewDisplay","","","","false","","","a0qWD00000GSgflYAD","Current Associate","","false","42931610996763288","LLC_BI__Loan__c"
"a0vWD00000B9iKbYAJ","false","SC-000020388","1.01","UI_Loan_Loan_Details_CARD_only","","a0bWD0000011L95YAE","","false","","","a0qWD00000GSgPyYAL","","","false","42932659326014298","LLC_BI__Loan__c"
"a0vWD00000B9iKcYAJ","false","SC-000020389","1.01","LLC_BI__UI_Related_Collateral_Pledge_Schedule","","a0bWD0000011L88YAE","0.0","false","","","a0qWD00000GSgQAYA1","","","false","42933682314814315","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iKdYAJ","false","SC-000020390","0.0","LLC_BI__Pricing_Summary","","","","false","","","a0qWD00000GSghKYAT","Rate & Payment Structure","","false","42933810070615052","LLC_BI__Loan__c"
"a0vWD00000B9imYYAR","false","SC-000022121","6.01","nRetail__Underwriting_Overview","","","","false","","","a0qWD00000GSghrYAD","","","false","42933810863927250","LLC_BI__Loan__c"
"a0vWD00000B9iRkYAJ","false","SC-000020831","1.01","","","a0bWD0000011L8xYAE","0.0","false","","","a0qWD00000GSgURYA1","","","false","42934705763424808","LLC_BI__Loan__c"
"a0vWD00000B9iKeYAJ","false","SC-000020391","0.01","LLC_BI__Add_Income","","","","false","","","a0qWD00000GSgQ8YAL","","","false","42935977882797113","LLC_BI__Income__c"
"a0vWD00000B9imZYAR","false","SC-000022122","2.01","nRetail__Applicant_Details","","","","false","","","a0qWD00000GSgl0YAD","","","false","42942774388039797","Contact"
"a0vWD00000B9iKfYAJ","false","SC-000020392","1.01","nSBA__LA_Construction_Provisions","","","","false","","","a0qWD00000GSgMgYAL","Construction Provisions","","false","42943737355627557","LLC_BI__Loan__c"
"a0vWD00000B9imaYAB","false","SC-000022123","0.0","LLC_BI__UI_Loan_Pricing_Information","","","","false","","","a0qWD00000GSgjnYAD","Pricing","","false","42944207197562276","LLC_BI__Loan__c"
"a0vWD00000B9iRlYAJ","false","SC-000020832","1.01","IBCL_Applicant_Details","","a0bWD0000011L7AYAU","0.0","false","","","a0qWD00000GSgUtYAL","Employer Info","","false","42945028352442788","Contact"
"a0vWD00000B9imbYAB","false","SC-000022124","1.01","LLC_BI__Deposit_Individual_Relationship_Details","","","","false","","","a0qWD00000GSgi9YAD","","","false","42946152914928541","Contact"
"a0vWD00000B9ivfYAB","false","SC-000022546","2.02","SBL_Locked_Collateral","","a0bWD0000011L5iYAE","0.0","false","a0vWD00000B9iN5YAJ","LLC_BI__Loan_Collateral__r","a0qWD00000GSgT2YAL","","","false","42947700591535187","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9ivgYAB","false","SC-000022547","2.02","LLC_BI__Debt_Schedule","","a0bWD0000011L6NYAU","0.0","false","a0vWD00000B9iMaYAJ","LLC_BI__Debts__r","a0qWD00000GSgSAYA1","","","false","42948989877743727","LLC_BI__Debt__c"
"a0vWD00000B9imcYAB","false","SC-000022125","0.01","nRetail__Applicant_Schedule","","","","false","","","a0qWD00000GSgjpYAD","","","false","42949199641230890","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iTPYAZ","false","SC-000020934","1.01","Loan_Information_Custom","","a0bWD0000011LBPYA2","0.0","false","","","a0qWD00000GSgVWYA1","","","false","42949328089490443","LLC_BI__Loan__c"
"a0vWD00000B9imdYAB","false","SC-000022126","1.0","","","","","false","","","a0qWD00000GSgimYAD","HMDA","","false","42950669603213379","LLC_BI__Loan__c"
"a0vWD00000B9kTlYAJ","false","SC-000023679","1.01","UI_Compliance_Information","","a0bWD0000011Mh3YAE","","false","","","a0qWD00000GSLXuYAP","","","false","42951286771601951","LLC_BI__Loan__c"
"a0vWD00000B9iTQYAZ","false","SC-000020935","1.01","Post_Close_Insurance","","a0bWD0000011LADYA2","0.0","false","","","a0qWD00000GSgVpYAL","","","false","42954605678693793","LLC_BI__Loan__c"
"a0vWD00000B9iKgYAJ","false","SC-000020393","1.01","nSBA__SBA_1919_Business","","a0bWD0000011L7WYAU","","false","","","a0qWD00000GSgM5YAL","Relationship","","false","42956926706672347","LLC_BI__Loan__c"
"a0vWD00000B9kS9YAJ","false","SC-000023579","1.01","LLC_BI__UI_Balance_Information","","a0bWD0000011MhOYAU","","false","","","a0qWD00000GT9VfYAL","","","false","42958563038355886","LLC_BI__Loan__c"
"a0vWD00000B9kTmYAJ","false","SC-000023680","1.01","","","a0bWD0000011MhMYAU","","false","","","a0qWD00000GSLXtYAP","","","false","42960690971479483","LLC_BI__Loan__c"
"a0vWD00000B9imeYAB","false","SC-000022127","1.0","","","","","false","","","a0qWD00000GSgiiYAD","Change Memo","","false","42961248398969091","LLC_BI__Loan__c"
"a0vWD00000B9itvYAB","false","SC-000022438","2.0","LBXGrid","One_to_Many_Type__c = Lockbox Location","","","false","a0vWD00000B9iKZYAZ","Treasury_Service_Attributes__r","a0qWD00000GSgNCYA1","","","false","42964471787134228","Treasury_Service_Attributes__c"
"a0vWD00000B9iwQYAR","false","SC-000022593","2.02","Loan_UI_Conditions","","a0bWD0000011LBFYA2","0.0","false","a0vWD00000B9iT4YAJ","Conditions__r","a0qWD00000GSgY1YAL","","","false","42965213412660840","Condition__c"
"a0vWD00000B9iw6YAB","false","SC-000022573","2.02","cm_EI_Credit_Marital","","a0bWD0000011L8ZYAU","0.0","false","a0vWD00000B9iROYAZ","LLC_BI__Legal_Entities__r","a0qWD00000GSgUiYAL","","","false","42965600614085809","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iKhYAJ","false","SC-000020394","1.01","NPORTAL__RL_Personal_Contact_Other","","","","false","","","a0qWD00000GSgMrYAL","","","false","42968381453149862","Contact"
"a0vWD00000B9iNpYAJ","false","SC-000020588","1.01","nPortal__SBL_Eligibility_Loan","","a0bWD0000011L7PYAU","0.0","false","","","a0qWD00000GSgUMYA1","","","false","42970735481672392","LLC_BI__Loan__c"
"a0vWD00000B9iRmYAJ","false","SC-000020833","1.01","Other_FI_Credit_Account","","a0bWD0000011L7vYAE","0.0","false","","","a0qWD00000GSgUkYAL","","","false","42971783120591687","LLC_BI__Deposit__c"
"a0vWD00000B9iKiYAJ","false","SC-000020395","1.0","","","","","false","","","a0qWD00000GSgNGYA1","","","false","42972667556536071","LLC_BI__Treasury_Service__c"
"a0vWD00000B9iNqYAJ","false","SC-000020589","1.01","nPortal__DEP_Personal_Business_Role","","a0bWD0000011L6FYAU","0.0","false","","","a0qWD00000GSgS5YAL","","","false","42973448423440544","LLC_BI__Connection__c"
"a0vWD00000B9imfYAB","false","SC-000022128","1.01","nRetail__Application_Details","","","","false","","","a0qWD00000GSgiLYAT","","","false","42973708053307679","LLC_BI__Loan__c"
"a0vWD00000B9iKjYAJ","false","SC-000020396","1.01","NPORTAL__SBL_Personal_Contact","","a0bWD0000011LCKYA2","0.0","false","","","a0qWD00000GSgilYAD","","","false","42974343667163053","Contact"
"a0vWD00000B9iRnYAJ","false","SC-000020834","1.01","OA_Contact_Info_Existing_Customer","","a0bWD0000011L9AYAU","0.0","false","","","a0qWD00000GSgUvYAL","","","false","42975374898567262","Contact"
"a0vWD00000B9imgYAB","false","SC-000022129","1.01","","","a0bWD0000011LCsYAM","0.0","false","","","a0qWD00000GSgkWYAT","","","false","42979163200271003","Account"
"a0vWD00000B9imhYAB","false","SC-000022130","1.01","LLC_BI__Exposure_Exclusion_Disable","","","","false","","","a0qWD00000GSgkNYAT","Exposure Exclusion Disable","","false","42980500176206287","LLC_BI__Excluded_Exposure__c"
"a0vWD00000B9iKkYAJ","false","SC-000020397","1.01","SBL_Shipping_Address","","a0bWD0000011L8yYAE","0.0","false","","","a0qWD00000GSgLAYA1","","","false","42980521923705632","Account"
"a0vWD00000B9iKlYAJ","false","SC-000020398","1.01","Scanner_Action_Tab_Add","","a0bWD0000011L7oYAE","0.0","false","","","a0qWD00000GSgPQYA1","","","false","4298241044596599","Treasury_Service_Attributes__c"
"a0vWD00000B9iKmYAJ","false","SC-000020399","1.01","","","a0bWD0000011L8FYAU","0.0","false","","","a0qWD00000GSgPhYAL","","","false","42983235010630202","LLC_BI__Application__c"
"a0vWD00000B9imiYAB","false","SC-000022131","1.01","nRetail__Asset_Schedule","","","","false","","","a0qWD00000GSghuYAD","","","false","42984058070619593","nRetail__Asset__c"
"a0vWD00000B9iTRYAZ","false","SC-000020936","1.01","LOB_Loan_Stage_and_Status","","a0bWD0000011LBCYA2","0.0","false","","","a0qWD00000GSgVvYAL","","","false","42985374970042619","LLC_BI__Loan__c"
"a0vWD00000B9iTSYAZ","false","SC-000020937","1.01","LOB_Loan_Stage_and_Status","","a0bWD0000011LBCYA2","0.0","false","","","a0qWD00000GSgViYAL","","","false","42985374970042620","LLC_BI__Loan__c"
"a0vWD00000B9imjYAB","false","SC-000022132","1.01","","","","","false","","","a0qWD00000GSgkKYAT","Authorized Users","","false","42986561608726731","LLC_BI__Treasury_Service__c"
"a0vWD00000B9iKnYAJ","false","SC-000020400","1.01","","","","","false","","","a0qWD00000GSgMEYA1","Relationship","","false","42987822994900904","LLC_BI__Loan__c"
"a0vWD00000B9imkYAB","false","SC-000022133","0.0","LLC_BI__Payment_Component_Extended_Fields","","","","false","","","a0qWD00000GSgkBYAT","","","false","42990318914701181","LLC_BI__Pricing_Payment_Component__c"
"a0vWD00000B9igCYAR","false","SC-000021727","1.01","","","a0bWD0000011LDQYA2","0.0","false","","","a0qWD00000GSggEYAT","","","false","42991037464451406","LLC_BI__Loan__c"
"a0vWD00000B9ivhYAB","false","SC-000022548","2.02","LLC_BI__Payment_Structure_Table","","a0bWD0000011L6MYAU","0.0","false","a0vWD00000B9iMnYAJ","Pricing_Payment_Components__r","a0qWD00000GSgS3YAL","","","false","42991732474778591","LLC_BI__Pricing_Payment_Component__c"
"a0vWD00000B9iKoYAJ","false","SC-000020401","0.01","","","","","false","","","a0qWD00000GSgNBYA1","","","false","42992355987445554","LLC_BI__Loan__c"
"a0vWD00000B9iKpYAJ","false","SC-000020402","1.01","nSBA__LA_Lease","","","","false","","","a0qWD00000GSgLsYAL","Lease","","false","42993022783952301","LLC_BI__Loan__c"
"a0vWD00000B9imlYAB","false","SC-000022134","1.01","LLC_BI__Product_Package_Entity","","","","false","","","a0qWD00000GSgkXYAT","","","false","42993038925688902","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iKqYAJ","false","SC-000020403","1.01","NPORTAL__SBL_Eligibility_Loan","","","","false","","","a0qWD00000GSgkOYAT","","","false","42993715719425121","LLC_BI__Loan__c"
"a0vWD00000B9iviYAB","false","SC-000022549","10.0","nRetail__Third_Party_Related_List","","","","false","a0vWD00000B9iN2YAJ","LLC_BI__Service_Mgmt__r","a0qWD00000GSgSEYA1","","","false","42994405229344092","LLC_BI__Service_Mgmt__c"
"a0vWD00000B9iwRYAR","false","SC-000022594","2.02","LLC_BI__UI_Memo_Action","","a0bWD0000011LBjYAM","0.0","false","a0vWD00000B9iT2YAJ","LLC_BI__Change_Memos__r","a0qWD00000GSgVqYAL","","","false","42995210505166659","LLC_BI__Credit_Memo_Modifcation__c"
"a0vWD00000B9immYAB","false","SC-000022135","0.01","","","a0bWD0000011LDNYA2","0.0","false","","","a0qWD00000GSgksYAD","","","false","42995247717435867","LLC_BI__Loan__c"
"a0vWD00000B9iKrYAJ","false","SC-000020404","1.01","nSBA__SBA_Express_Loan_Authorization","","","","false","","","a0qWD00000GSgLwYAL","SBA Loan Authorization","","false","42996159021982736","LLC_BI__Loan__c"
"a0vWD00000B9iKsYAJ","false","SC-000020405","2.01","LLC_BI__Income_Schedule","","","","false","","","a0qWD00000GSgM4YAL","","","false","42996621677322633","LLC_BI__Income__c"
"a0vWD00000B9imnYAB","false","SC-000022136","0.0","LLC_BI__UI_CRA_Loan_Information","","","","false","","","a0qWD00000GSgizYAD","Loan Information","","false","42999223603437129","LLC_BI__Loan__c"
"a0vWD00000B9iNrYAJ","false","SC-000020590","1.01","NPORTAL__SBL_Eligibility_Business","","","","false","","","a0qWD00000GSgQpYAL","","","false","43421666029078201","Account"
"a0vWD00000B9iTTYAZ","false","SC-000020938","0.0","LLC_BI__UI_Referral_Information","","","","false","","","a0qWD00000GSgVQYA1","Referral","","false","435B477C794E4501961A3C796E481562","LLC_BI__Loan__c"
"a0vWD00000B9iTUYAZ","false","SC-000020939","0.0","UI_CRAReport","","a0bWD0000011LAaYAM","0.0","false","","","a0qWD00000GSgYOYA1","Loan Information","","false","43765F223F574167A8194E727B01705E","LLC_BI__Loan__c"
"a0vWD00000B9lW0YAJ","false","SC-000027545","3.01","LLC_BI__UI_HMDA_Entity_Compliance_2018","","","","false","a0vWD00000B9iq8YAB","LLC_BI__Entity_Compliances__r","a0qWD00000GSgO0YAL","Entity Compliance","","false","43811620937672803","LLC_BI__Entity_Compliance__c"
"a0vWD00000B9iNsYAJ","false","SC-000020591","0.0","LLC_BI__UI_Collateral_Summary","","","","false","","","a0qWD00000GSgTDYA1","Collateral Summary","","false","43951600720268227","LLC_BI__Loan__c"
"a0vWD00000B9imoYAB","false","SC-000022137","0.0","LLC_BI__UI_Fees_Summary","","","","false","","","a0qWD00000GSghRYAT","Fees Summary","","false","44021619447516058","LLC_BI__Loan__c"
"a0vWD00000B9iNtYAJ","false","SC-000020592","1.01","SBL_Approver_1_Details","","a0bWD0000011L6aYAE","0.0","false","","","a0qWD00000GSgROYA1","","","false","44261663700626421","LLC_BI__Loan__c"
"a0vWD00000B9impYAB","false","SC-000022138","1.01","UI_Approval_Fields","","a0bWD0000011LDoYAM","","false","","","a0qWD00000GSgl4YAD","","","false","45701620937672805","LLC_BI__Loan__c"
"a0vWD00000B9itwYAB","false","SC-000022439","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2018","","","","false","a0vWD00000B9iDEYAZ","LLC_BI__Loan_Compliances__r","a0qWD00000GSTTqYAP","Loan Compliance","","false","45791620937672804","LLC_BI__Loan_Compliance__c"
"a0vWD00000B9iw7YAB","false","SC-000022574","1.02","IBDAO_Beneficiary","","a0bWD0000011L9rYAE","0.0","false","a0vWD00000B9iQtYAJ","LLC_BI__Deposits__r","a0qWD00000GSgVGYA1","","","false","45891701790671952","LLC_BI__Beneficiary__c"
"a0vWD00000B9ivjYAB","false","SC-000022550","10.0","nRETAIL__Other_Address","","","","false","a0vWD00000B9iObYAJ","LLC_BI__Addresses__r","a0qWD00000GSgRNYA1","","","false","46961600720268227","LLC_BI__Address__c"
"a0vWD00000B9imqYAB","false","SC-000022139","1.01","","","a0bWD0000011LDvYAM","0.0","false","","","a0qWD00000GSgl2YAD","","","false","47011619447516060","LLC_BI__Loan__c"
"a0vWD00000B9iTVYAZ","false","SC-000020940","1.01","UI_Loan_Stage_Detail_Credit_Underwriting","","a0bWD0000011LCDYA2","0.0","false","","","a0qWD00000GSgVcYAL","","","false","4706323230124D65907A044E10344E1C","LLC_BI__Loan__c"
"a0vWD00000B9igDYAR","false","SC-000021728","1.01","","","","","false","","","a0qWD00000GSggvYAD","Loan Relationship","","false","47421619447516050","LLC_BI__Loan__c"
"a0vWD00000B9igEYAR","false","SC-000021729","1.01","","","","","false","","","a0qWD00000GSgguYAD","Loan Relationship","","false","47421619447516052","LLC_BI__Loan__c"
"a0vWD00000B9iNuYAJ","false","SC-000020593","1.01","SBL_Manual_Underwriting","","a0bWD0000011L6eYAE","0.0","false","","","a0qWD00000GSgRAYA1","","","false","47431663700626420","LLC_BI__Loan__c"
"a0vWD00000B9iNvYAJ","false","SC-000020594","0.0","Small_Biz_Add_Debt","","","","false","","","a0qWD00000GSgTxYAL","Add Debt","","false","47461663700626417","LLC_BI__Debt__c"
"a0vWD00000B9iNwYAJ","false","SC-000020595","1.01","ODAO_ACH_Interest_Payment_Type","","a0bWD0000011L6QYAU","","false","","","a0qWD00000GSgRzYAL","","","false","475869874565341436","LLC_BI__Deposit__c"
"a0vWD00000B9iNxYAJ","false","SC-000020596","0.0","nRetail__Underwriting_Overview","","","","false","","","a0qWD00000GSgRaYAL","Underwriting_Overview","","false","47621602764632533","LLC_BI__Loan__c"
"a0vWD00000B9iNyYAJ","false","SC-000020597","1.01","UI_PrepayPen","","","0.0","false","","","a0qWD00000GSgTCYA1","","","false","47771585311472167","LLC_BI__Loan__c"
"a0vWD00000B9imrYAB","false","SC-000022140","1.01","EO_Permanent_Resident_Details","","","","false","","","a0qWD00000GSgkPYAT","","","false","4785658937485737423","Contact"
"a0vWD00000B9iNzYAJ","false","SC-000020598","0.0","IBCL_Debt_Schedule","","","","false","","","a0qWD00000GSgU2YAL","Debt Schedule","","false","49501600720268229","LLC_BI__Debt__c"
"a0vWD00000B9igFYAR","false","SC-000021730","1.01","","","a0bWD0000011LCcYAM","0.0","false","","","a0qWD00000GSggiYAD","","","false","49721619447516047","LLC_BI__Loan__c"
"a0vWD00000B9iO0YAJ","false","SC-000020599","1.01","LLC_BI__Enhanced_Fee_Loan_Aggregate_Summary","","a0bWD0000011LB2YAM","0.0","false","","","a0qWD00000GSgRWYA1","","","false","49731585311472166","LLC_BI__Fee_Loan_Aggregate__c"
"a0vWD00000B9iO1YAJ","false","SC-000020600","0.0","","","","","false","","","a0qWD00000GSgTcYAL","Third Party Management","","false","49771663700626415","LLC_BI__Loan__c"
"a0vWD00000B9ivkYAB","false","SC-000022551","2.01","UI_Loan_Adverse_Action","","","","false","a0vWD00000B9iOhYAJ","LLC_BI__Adverse_Actions__r","a0qWD00000GSgThYAL","","","false","49801663700626410","LLC_BI__Adverse_Action__c"
"a0vWD00000B9iwSYAR","false","SC-000022595","2.02","Loan_UI_Conditions","","a0bWD0000011LCGYA2","0.0","false","a0vWD00000B9iS9YAJ","Conditions__r","a0qWD00000GSgYLYA1","","","false","4C57427C4C544605896F5D1F62157F53","Condition__c"
"a0vWD00000B9iwTYAR","false","SC-000022596","2.02","UI_Participations","","a0bWD0000011LCEYA2","0.0","false","a0vWD00000B9iRxYAJ","LLC_BI__Participations__r","a0qWD00000GSgYIYA1","","","false","4D484F6127024C0D8521764F04737574","LLC_BI__Participation__c"
"a0vWD00000B9iRoYAJ","false","SC-000020835","1.01","OA_Address","","a0bWD0000011L7rYAE","0.0","false","","","a0qWD00000GSgUqYAL","","","false","5.087978883517863","Contact"
"a0vWD00000B9iO2YAJ","false","SC-000020601","1.01","nPortal__Secured_RL_Eligibility_Loan","","a0bWD0000011L5eYAE","0.0","false","","","a0qWD00000GSgTSYA1","","","false","50331603129897405","LLC_BI__Loan__c"
"a0vWD00000B9ivlYAB","false","SC-000022552","2.02","LLC_BI__UI_Loan_Team_Members","","a0bWD0000011L59YAE","0.0","false","a0vWD00000B9iLYYAZ","LLC_BI__Loan_Teams__r","a0qWD00000GSgU7YAL","","","false","50351663700626422","LLC_BI__LoanTeam__c"
"a0vWD00000B9iKtYAJ","false","SC-000020406","1.01","","","","","false","","","a0qWD00000GSTTTYA5","Loan Relationship","","false","50921560278867809","LLC_BI__Loan__c"
